year,state_abbr,state,county,fips,category,measure_id,measure,short_question_text,prevalence,lower_ci,upper_ci,total_population,adult_population,relative_ci_width
2022,OH,Ohio,Knox,39083,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,26.2,22.7,30.2,63183,48910,0.28625954198473286
2022,OH,Ohio,Knox,39083,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,72.7,65.6,79.4,63183,48910,0.189821182943604
2022,OH,Ohio,Knox,39083,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.6,18.9,22.5,63183,48910,0.17475728155339812
2022,OH,Ohio,Knox,39083,Health Outcomes,OBESITY,Obesity among adults,Obesity,35.8,30.4,41.9,63183,48910,0.32122905027932963
2022,OH,Ohio,Lake,39085,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,6.4,5.7,7.2,231842,187697,0.234375
2021,OH,Ohio,Lake,39085,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,30.6,27,34.4,231842,187697,0.24183006535947707
2022,OH,Ohio,Lake,39085,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.3,72.6,79.7,231842,187697,0.09305373525557023
2022,OH,Ohio,Lake,39085,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,16.9,14.9,19,231842,187697,0.24260355029585798
2022,OH,Ohio,Lake,39085,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.9,22.5,29.5,231842,187697,0.2702702702702703
2022,OH,Ohio,Lake,39085,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.8,9.5,12.3,231842,187697,0.2592592592592593
2022,OH,Ohio,Lake,39085,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,9.5,8.4,10.7,231842,187697,0.24210526315789463
2022,OH,Ohio,Lake,39085,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,6.9,6.2,7.6,231842,187697,0.20289855072463758
2022,OH,Ohio,Lake,39085,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,24.7,21.2,28.4,231842,187697,0.291497975708502
2022,OH,Ohio,Lake,39085,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76.9,70.3,82.7,231842,187697,0.16124837451235377
2022,OH,Ohio,Lake,39085,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,19.2,17.5,21,231842,187697,0.18229166666666669
2022,OH,Ohio,Lake,39085,Health Outcomes,OBESITY,Obesity among adults,Obesity,40.9,34.9,47.2,231842,187697,0.30073349633251845
2022,OH,Ohio,Lawrence,39087,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.2,7.2,9.2,56653,44509,0.24390243902439016
2021,OH,Ohio,Lawrence,39087,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,36.6,33.1,40.1,56653,44509,0.1912568306010929
2022,OH,Ohio,Lawrence,39087,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.9,72.3,79.3,56653,44509,0.0922266139657444
2022,OH,Ohio,Lawrence,39087,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,24.4,21.9,27.1,56653,44509,0.21311475409836078
2022,OH,Ohio,Lawrence,39087,Health Outcomes,DEPRESSION,Depression among adults,Depression,30.6,27.1,34.4,56653,44509,0.23856209150326788
2022,OH,Ohio,Lawrence,39087,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,13,11.5,14.6,56653,44509,0.23846153846153845
2022,OH,Ohio,Lawrence,39087,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,14.7,13,16.5,56653,44509,0.2380952380952381
2022,OH,Ohio,Lawrence,39087,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.6,8.7,10.6,56653,44509,0.1979166666666667
2022,OH,Ohio,Lawrence,39087,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,33.5,29.5,37.7,56653,44509,0.24477611940298516
2022,OH,Ohio,Lawrence,39087,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,69.4,62,76.4,56653,44509,0.20749279538904905
2022,OH,Ohio,Lawrence,39087,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,23.4,21.4,25.6,56653,44509,0.17948717948717963
2022,OH,Ohio,Lawrence,39087,Health Outcomes,OBESITY,Obesity among adults,Obesity,44.9,39.4,50.6,56653,44509,0.24944320712694884
2022,OH,Ohio,Licking,39089,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.9,7.1,8.8,181359,140209,0.21518987341772164
2021,OH,Ohio,Licking,39089,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,30.8,27.4,34.3,181359,140209,0.22402597402597396
2022,OH,Ohio,Licking,39089,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.7,72.9,80,181359,140209,0.09256844850065181
2022,OH,Ohio,Licking,39089,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,19.9,17.6,22.1,181359,140209,0.22613065326633167
2022,OH,Ohio,Licking,39089,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.6,23,30.1,181359,140209,0.2669172932330827
2022,OH,Ohio,Licking,39089,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.8,9.4,12.3,181359,140209,0.26851851851851855
2022,OH,Ohio,Licking,39089,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,10.4,9.2,11.7,181359,140209,0.24038461538461536
2022,OH,Ohio,Licking,39089,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,7.5,6.8,8.3,181359,140209,0.20000000000000012
2022,OH,Ohio,Licking,39089,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,24.7,21,28.4,181359,140209,0.2995951417004048
2022,OH,Ohio,Licking,39089,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76,68.6,82.1,181359,140209,0.17763157894736842
2022,OH,Ohio,Licking,39089,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.3,18.5,22.2,181359,140209,0.18226600985221672
2022,OH,Ohio,Licking,39089,Health Outcomes,OBESITY,Obesity among adults,Obesity,36,30.1,41.8,181359,140209,0.3249999999999999
2022,OH,Ohio,Logan,39091,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.8,6.9,8.8,46040,35671,0.24358974358974364
2021,OH,Ohio,Logan,39091,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.1,28.3,36.1,46040,35671,0.24299065420560748
2022,OH,Ohio,Logan,39091,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.2,70.9,79,46040,35671,0.10771276595744673
2022,OH,Ohio,Logan,39091,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.2,18.7,23.9,46040,35671,0.2452830188679245
2022,OH,Ohio,Logan,39091,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.9,22.9,31,46040,35671,0.3011152416356878
2022,OH,Ohio,Logan,39091,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.6,10,13.2,46040,35671,0.2758620689655172
2022,OH,Ohio,Logan,39091,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.6,13.9,17.4,46040,35671,0.22435897435897426
2022,OH,Ohio,Logan,39091,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.8,8.9,10.8,46040,35671,0.19387755102040818
2022,OH,Ohio,Logan,39091,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,28.6,24.2,33.2,46040,35671,0.3146853146853148
2022,OH,Ohio,Logan,39091,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73,65.2,80.1,46040,35671,0.20410958904109577
2022,OH,Ohio,Logan,39091,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.2,19.2,23.2,46040,35671,0.18867924528301888
2022,OH,Ohio,Logan,39091,Health Outcomes,OBESITY,Obesity among adults,Obesity,38.7,31.2,46.4,46040,35671,0.3927648578811369
2022,OH,Ohio,Lorain,39093,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.3,7.4,9.3,316268,248544,0.22891566265060243
2021,OH,Ohio,Lorain,39093,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.1,29.5,36.9,316268,248544,0.2235649546827794
2022,OH,Ohio,Lorain,39093,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,77.2,73.5,80.3,316268,248544,0.08808290155440411
2022,OH,Ohio,Lorain,39093,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,19.4,17.1,21.5,316268,248544,0.22680412371134015
2022,OH,Ohio,Lorain,39093,Health Outcomes,DEPRESSION,Depression among adults,Depression,29.1,25.4,32.5,316268,248544,0.2439862542955327
2022,OH,Ohio,Lorain,39093,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.6,10.2,13.1,316268,248544,0.25000000000000006
2022,OH,Ohio,Lorain,39093,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.7,11.4,14.2,316268,248544,0.22047244094488183
2022,OH,Ohio,Lorain,39093,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.4,7.7,9.3,316268,248544,0.19047619047619052
2022,OH,Ohio,Lorain,39093,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,28.1,24.3,31.6,316268,248544,0.2597864768683274
2022,OH,Ohio,Lorain,39093,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73.5,66.2,79.6,316268,248544,0.18231292517006792
2022,OH,Ohio,Lorain,39093,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.3,19.4,23.1,316268,248544,0.17370892018779355
2022,OH,Ohio,Lorain,39093,Health Outcomes,OBESITY,Obesity among adults,Obesity,39.6,33.8,45.1,316268,248544,0.28535353535353547
2022,OH,Ohio,Lucas,39095,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.7,6.9,8.7,426643,329973,0.23376623376623362
2021,OH,Ohio,Lucas,39095,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.5,30.6,36.4,426643,329973,0.17313432835820888
2022,OH,Ohio,Lucas,39095,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,79.5,76.8,82.1,426643,329973,0.06666666666666662
2022,OH,Ohio,Lucas,39095,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,19.8,17.8,21.9,426643,329973,0.20707070707070696
2022,OH,Ohio,Lucas,39095,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.9,25.1,30.9,426643,329973,0.20788530465949812
2022,OH,Ohio,Lucas,39095,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.8,11.5,14.3,426643,329973,0.21875000000000006
2022,OH,Ohio,Lucas,39095,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.3,13.8,17,426643,329973,0.20915032679738557
2022,OH,Ohio,Lucas,39095,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.1,9.2,11.1,426643,329973,0.18811881188118815
2022,OH,Ohio,Lucas,39095,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,27.2,24.4,30.1,426643,329973,0.20955882352941188
2022,OH,Ohio,Lucas,39095,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73.8,67.7,79.3,426643,329973,0.1571815718157181
2022,OH,Ohio,Lucas,39095,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.6,19.8,23.4,426643,329973,0.16666666666666655
2022,OH,Ohio,Lucas,39095,Health Outcomes,OBESITY,Obesity among adults,Obesity,42.4,38.6,46.4,426643,329973,0.18396226415094333
2022,OH,Ohio,Madison,39097,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.7,7.7,9.8,43540,34825,0.24137931034482768
2021,OH,Ohio,Madison,39097,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.5,29.4,37.8,43540,34825,0.2507462686567164
2022,OH,Ohio,Madison,39097,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.3,71.7,79.3,43540,34825,0.1009296148738379
2022,OH,Ohio,Madison,39097,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,22.3,20,25,43540,34825,0.22421524663677128
2022,OH,Ohio,Madison,39097,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.7,23.3,30.8,43540,34825,0.2808988764044944
2022,OH,Ohio,Madison,39097,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.6,10.2,13.3,43540,34825,0.267241379310345
2022,OH,Ohio,Madison,39097,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.4,11,13.9,43540,34825,0.2338709677419355
2022,OH,Ohio,Madison,39097,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.4,7.5,9.3,43540,34825,0.21428571428571436
2022,OH,Ohio,Madison,39097,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,26.9,23.2,31.5,43540,34825,0.308550185873606
2022,OH,Ohio,Madison,39097,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,70.8,63.1,78.7,43540,34825,0.22033898305084748
2022,OH,Ohio,Madison,39097,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.2,19.5,23.3,43540,34825,0.17924528301886797
2022,OH,Ohio,Madison,39097,Health Outcomes,OBESITY,Obesity among adults,Obesity,41.7,34.9,49.5,43540,34825,0.3501199040767386
2022,OH,Ohio,Mahoning,39099,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,9.3,8.3,10.4,225636,180235,0.22580645161290316
2021,OH,Ohio,Mahoning,39099,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,31.2,27.8,34.5,225636,180235,0.21474358974358973
2022,OH,Ohio,Mahoning,39099,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,77,73.7,80.1,225636,180235,0.083116883116883
2022,OH,Ohio,Mahoning,39099,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.6,19.4,24,225636,180235,0.21296296296296302
2022,OH,Ohio,Mahoning,39099,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.6,22.6,28.9,225636,180235,0.2460937499999999
2022,OH,Ohio,Mahoning,39099,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.5,11.1,14.1,225636,180235,0.24
2022,OH,Ohio,Mahoning,39099,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,17.3,15.5,19.1,225636,180235,0.208092485549133
2022,OH,Ohio,Mahoning,39099,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.4,9.5,11.5,225636,180235,0.1923076923076923
2022,OH,Ohio,Mahoning,39099,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,27.9,24.6,31.5,225636,180235,0.24731182795698922
2022,OH,Ohio,Mahoning,39099,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76.7,70.6,82.1,225636,180235,0.1499348109517601
2022,OH,Ohio,Mahoning,39099,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.9,19.1,22.8,225636,180235,0.1770334928229665
2022,OH,Ohio,Mahoning,39099,Health Outcomes,OBESITY,Obesity among adults,Obesity,39.7,35,44.8,225636,180235,0.2468513853904281
2022,OH,Ohio,Marion,39101,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,10.2,9.1,11.4,64642,50880,0.22549019607843146
2021,OH,Ohio,Marion,39101,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,35.7,32,39.6,64642,50880,0.21288515406162467
2022,OH,Ohio,Marion,39101,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.1,72.7,79.5,64642,50880,0.0893561103810775
2022,OH,Ohio,Marion,39101,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,23.2,20.9,25.7,64642,50880,0.20689655172413796
2022,OH,Ohio,Marion,39101,Health Outcomes,DEPRESSION,Depression among adults,Depression,28.4,25,32,64642,50880,0.24647887323943662
2022,OH,Ohio,Marion,39101,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.8,11.3,14.4,64642,50880,0.24218749999999997
2022,OH,Ohio,Marion,39101,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,18.5,16.6,20.4,64642,50880,0.20540540540540525
2022,OH,Ohio,Marion,39101,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,11.7,10.6,12.7,64642,50880,0.17948717948717946
2022,OH,Ohio,Marion,39101,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,27.9,24.4,31.6,64642,50880,0.25806451612903236
2022,OH,Ohio,Marion,39101,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73,65.8,79.2,64642,50880,0.18356164383561652
2022,OH,Ohio,Marion,39101,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22.2,20.3,24.2,64642,50880,0.17567567567567563
2022,OH,Ohio,Marion,39101,Health Outcomes,OBESITY,Obesity among adults,Obesity,45.2,39.6,50.9,64642,50880,0.24999999999999992
2022,OH,Ohio,Medina,39103,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,6.8,6,7.6,183512,144713,0.23529411764705876
2021,OH,Ohio,Medina,39103,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,28.4,25.1,31.9,183512,144713,0.23943661971830976
2022,OH,Ohio,Medina,39103,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.5,72.8,80,183512,144713,0.09411764705882357
2022,OH,Ohio,Medina,39103,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,16.1,14.2,18.1,183512,144713,0.24223602484472062
2022,OH,Ohio,Medina,39103,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.9,22.5,29.6,183512,144713,0.2741312741312742
2022,OH,Ohio,Medina,39103,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.4,9.1,11.8,183512,144713,0.2596153846153847
2022,OH,Ohio,Medina,39103,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,10.2,9,11.5,183512,144713,0.2450980392156863
2022,OH,Ohio,Medina,39103,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,7.3,6.6,8,183512,144713,0.19178082191780826
2022,OH,Ohio,Medina,39103,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,22.3,19.1,25.8,183512,144713,0.3004484304932735
2022,OH,Ohio,Medina,39103,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76.4,69.3,82.5,183512,144713,0.17277486910994766
2022,OH,Ohio,Medina,39103,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,18.1,16.4,19.8,183512,144713,0.18784530386740342
2022,OH,Ohio,Medina,39103,Health Outcomes,OBESITY,Obesity among adults,Obesity,36,30.1,42.1,183512,144713,0.3333333333333333
2022,OH,Ohio,Meigs,39105,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,12.3,11,13.8,21969,17454,0.22764227642276427
2021,OH,Ohio,Meigs,39105,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,36.4,32.5,40.5,21969,17454,0.21978021978021978
2022,OH,Ohio,Meigs,39105,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.1,72.2,79.7,21969,17454,0.0985545335085414
2022,OH,Ohio,Meigs,39105,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,25.1,22.4,27.9,21969,17454,0.21912350597609562
2022,OH,Ohio,Meigs,39105,Health Outcomes,DEPRESSION,Depression among adults,Depression,31.1,27.1,35.3,21969,17454,0.26366559485530533
2022,OH,Ohio,Meigs,39105,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,13.1,11.5,14.8,21969,17454,0.25190839694656497
2022,OH,Ohio,Meigs,39105,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,16.6,14.8,18.6,21969,17454,0.22891566265060243
2022,OH,Ohio,Meigs,39105,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.4,9.4,11.5,21969,17454,0.20192307692307687
2022,OH,Ohio,Meigs,39105,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,31.1,26.8,35.6,21969,17454,0.2829581993569132
2022,OH,Ohio,Meigs,39105,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,74.4,67,81.2,21969,17454,0.19086021505376347
2022,OH,Ohio,Meigs,39105,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,23.8,21.7,25.9,21969,17454,0.17647058823529407
2022,OH,Ohio,Meigs,39105,Health Outcomes,OBESITY,Obesity among adults,Obesity,48.7,41.6,55.6,21969,17454,0.2874743326488706
2022,OH,Ohio,Mercer,39107,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.4,7.5,9.4,42348,31316,0.22619047619047622
2021,OH,Ohio,Mercer,39107,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,31.5,28.3,36.3,42348,31316,0.25396825396825384
2022,OH,Ohio,Mercer,39107,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.1,71.4,78.7,42348,31316,0.09720372836218373
2022,OH,Ohio,Mercer,39107,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,19.6,17.5,21.9,42348,31316,0.22448979591836726
2022,OH,Ohio,Mercer,39107,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.8,22.4,29.6,42348,31316,0.27906976744186057
2022,OH,Ohio,Mercer,39107,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.9,9.5,12.4,42348,31316,0.26605504587155965
2022,OH,Ohio,Mercer,39107,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,11.7,10.4,13.1,42348,31316,0.23076923076923073
2022,OH,Ohio,Mercer,39107,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.1,7.3,8.9,42348,31316,0.19753086419753094
2022,OH,Ohio,Mercer,39107,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,25.2,21.7,29,42348,31316,0.2896825396825397
2022,OH,Ohio,Mercer,39107,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,77.3,70.8,83.2,42348,31316,0.16041397153945675
2022,OH,Ohio,Mercer,39107,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.1,18.3,22,42348,31316,0.1840796019900497
2022,OH,Ohio,Mercer,39107,Health Outcomes,OBESITY,Obesity among adults,Obesity,37.8,31.9,44.1,42348,31316,0.32275132275132284
2022,OH,Ohio,Miami,39109,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8,7.1,9.1,110247,85193,0.25
2021,OH,Ohio,Miami,39109,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.3,28.5,36.1,110247,85193,0.23529411764705888
2022,OH,Ohio,Miami,39109,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,77.7,73.9,81.3,110247,85193,0.09523809523809512
2022,OH,Ohio,Miami,39109,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,16.4,14.4,18.5,110247,85193,0.25
2022,OH,Ohio,Miami,39109,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.8,23.1,30.8,110247,85193,0.28731343283582084
2022,OH,Ohio,Miami,39109,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.5,9.2,12.1,110247,85193,0.2761904761904762
2022,OH,Ohio,Miami,39109,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.8,11.4,14.3,110247,85193,0.22656250000000003
2022,OH,Ohio,Miami,39109,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.6,7.9,9.5,110247,85193,0.18604651162790695
2022,OH,Ohio,Miami,39109,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,21.2,17.8,25,110247,85193,0.33962264150943394
2022,OH,Ohio,Miami,39109,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,71,62.5,78.3,110247,85193,0.2225352112676056
2022,OH,Ohio,Miami,39109,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,19.2,17.4,21.2,110247,85193,0.1979166666666667
2022,OH,Ohio,Miami,39109,Health Outcomes,OBESITY,Obesity among adults,Obesity,39.8,33,47.1,110247,85193,0.35427135678391963
2022,OH,Ohio,Monroe,39111,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,10,8.9,11.2,13234,10548,0.2299999999999999
2021,OH,Ohio,Monroe,39111,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,35.2,31.1,39.1,13234,10548,0.22727272727272727
2022,OH,Ohio,Monroe,39111,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.2,71.3,79,13234,10548,0.10239361702127663
2022,OH,Ohio,Monroe,39111,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,24.3,21.7,27,13234,10548,0.2181069958847737
2022,OH,Ohio,Monroe,39111,Health Outcomes,DEPRESSION,Depression among adults,Depression,29.4,25.5,33.5,13234,10548,0.272108843537415
2022,OH,Ohio,Monroe,39111,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.1,10.5,13.8,13234,10548,0.2727272727272728
2022,OH,Ohio,Monroe,39111,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,14.8,13.1,16.6,13234,10548,0.2364864864864866
2022,OH,Ohio,Monroe,39111,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.6,8.7,10.6,13234,10548,0.1979166666666667
2022,OH,Ohio,Monroe,39111,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,29.4,25.2,33.9,13234,10548,0.29591836734693877
